work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,remote_type,role_category,salary_band,international_job
2024,MI,FT,Data Modeler,114000,USD,114000,CA,0.0,CA,M,On-site,Data Architecture / Infrastructure,Medium,False
2024,SE,FT,Data Engineer,114000,USD,114000,US,100.0,US,M,Remote,Data Engineer,Medium,False
2024,EN,FT,Data Analyst,114000,USD,114000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Data Engineer,114000,USD,114000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Scientist,114000,USD,114000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Architect,114000,USD,114000,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Medium,False
2023,MI,FT,Data Engineer,113923,USD,113923,US,100.0,US,M,Remote,Data Engineer,Medium,False
2023,SE,FT,Machine Learning Engineer,113900,USD,113900,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Data Engineer,113900,USD,113900,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Architect,113900,USD,113900,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Medium,False
2022,SE,FT,Data Architect,113900,USD,113900,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Medium,False
2024,EN,FT,Data Analyst,113800,USD,113800,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,EN,FT,Data Scientist,113800,USD,113800,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Engineer,113750,USD,113750,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Scientist,113750,USD,113750,IE,0.0,IE,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Research Scientist,113700,USD,113700,US,0.0,US,M,On-site,Research,Medium,False
2023,SE,FT,Data Analyst,113600,USD,113600,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Data Scientist,113563,USD,113563,AU,0.0,AU,M,On-site,Data Scientist,Medium,False
2024,MI,FT,Data Analyst,113500,USD,113500,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Data Science Manager,113500,USD,113500,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Machine Learning Engineer,113400,USD,113400,US,100.0,US,M,Remote,ML / AI Engineer,Medium,False
2023,SE,FT,Data Analyst,113220,USD,113220,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Research Engineer,113210,USD,113210,US,0.0,US,M,On-site,Research,Medium,False
2024,SE,FT,Business Intelligence Analyst,113100,USD,113100,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Analytics Engineer,113100,USD,113100,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Scientist,113050,USD,113050,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Data Engineer,113000,USD,113000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,EX,FT,Data Engineer,113000,USD,113000,US,100.0,US,M,Remote,Data Engineer,Medium,False
2023,MI,FT,Data Science Engineer,113000,USD,113000,US,100.0,US,M,Remote,Data Scientist,Medium,False
2023,SE,FT,Business Intelligence Analyst,113000,USD,113000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Analyst,113000,USD,113000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,ETL Developer,113000,USD,113000,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Medium,False
2023,SE,FT,Analytics Engineer,113000,USD,113000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Data Architect,113000,USD,113000,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Medium,False
2023,SE,FT,Data Scientist,113000,USD,113000,CA,0.0,CA,M,On-site,Data Scientist,Medium,False
2022,SE,FT,Data Analyst,113000,USD,113000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2022,MI,FT,Data Analytics Consultant,113000,USD,113000,US,100.0,US,L,Remote,Data Analyst / BI,Medium,False
2022,SE,FT,Data Engineer,113000,USD,113000,US,0.0,US,L,On-site,Data Engineer,Medium,False
2022,SE,FT,Data Analyst,112900,USD,112900,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Machine Learning Engineer,112800,EUR,125333,LT,0.0,LT,M,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Machine Learning Engineer,112800,EUR,121788,LT,0.0,LT,M,On-site,ML / AI Engineer,Medium,False
2024,SE,FT,Data Analyst,112715,USD,112715,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Engineer,112700,GBP,138666,GB,0.0,GB,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Analyst,112655,USD,112655,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,BI Analyst,112655,USD,112655,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,MI,FT,Data Specialist,112500,USD,112500,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Analytics Engineer,112500,USD,112500,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,112500,USD,112500,US,100.0,US,M,Remote,Data Scientist,Medium,False
2023,MI,FT,Analytics Engineer,112400,USD,112400,GB,0.0,GB,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Engineer,112400,USD,112400,GB,0.0,GB,M,On-site,Data Engineer,Medium,False
2022,MI,FT,Machine Learning Scientist,112300,USD,112300,US,100.0,US,L,Remote,ML / AI Engineer,Medium,False
2023,SE,FT,Data Analyst,112200,USD,112200,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Data Engineer,112200,USD,112200,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,SE,FT,Business Intelligence Analyst,112125,USD,112125,CA,100.0,CA,M,Remote,Data Analyst / BI,Medium,False
2024,EN,FT,Data Analyst,112000,USD,112000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Business Intelligence Analyst,112000,GBP,140000,GB,0.0,GB,M,On-site,Data Analyst / BI,High,False
2024,SE,FT,Data Science Consultant,112000,USD,112000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Machine Learning Engineer,112000,USD,112000,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2024,SE,FT,Analytics Engineer,112000,USD,112000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Research Engineer,112000,USD,112000,US,0.0,US,M,On-site,Research,Medium,False
2024,SE,FT,Data Scientist,112000,USD,112000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Data Modeler,112000,USD,112000,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Medium,False
2024,SE,FT,Data Engineer,112000,USD,112000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,SE,FT,BI Developer,112000,USD,112000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,MI,FT,Data Scientist,112000,USD,112000,GB,0.0,GB,M,On-site,Data Scientist,Medium,False
2024,MI,FT,Business Intelligence Manager,112000,USD,112000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,SE,FT,Data Science,112000,USD,112000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,MI,FT,Research Scientist,112000,USD,112000,US,0.0,US,M,On-site,Research,Medium,False
2023,SE,FT,Prompt Engineer,112000,USD,112000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,MI,FT,Data Engineer,112000,USD,112000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Scientist,112000,USD,112000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,EN,FT,Research Analyst,112000,USD,112000,US,0.0,US,M,On-site,Research,Medium,False
2023,SE,FT,Data Analyst,112000,USD,112000,CA,0.0,CA,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Business Intelligence Analyst,112000,USD,112000,CA,0.0,CA,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Data Analyst,112000,USD,112000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Analytics Engineer,112000,USD,112000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,EN,FT,Data Scientist,112000,CHF,122638,CH,50.0,CH,L,Hybrid,Data Scientist,Medium,False
2023,SE,FT,Data Manager,112000,USD,112000,US,0.0,US,M,On-site,Management,Medium,False
2022,MI,FT,Data Analyst,112000,USD,112000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2021,MI,FT,Data Engineer,112000,USD,112000,US,100.0,US,L,Remote,Data Engineer,Medium,False
2023,SE,FT,Data Scientist,111967,USD,111967,US,100.0,US,M,Remote,Data Scientist,Medium,False
2024,MI,FT,Data Engineer,111800,USD,111800,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,SE,FT,Data Science,111800,USD,111800,US,0.0,US,M,On-site,Data Scientist,Medium,False
2021,MI,FT,Data Engineer,111775,USD,111775,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,SE,FT,Analytics Engineer,111648,USD,111648,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,MI,FT,Data Scientist,111600,USD,111600,US,0.0,US,L,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Scientist,111600,USD,111600,US,0.0,US,L,On-site,Data Scientist,Medium,False
2023,SE,FT,Machine Learning Engineer,111600,USD,111600,US,0.0,US,L,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Data Specialist,111600,USD,111600,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Engineer,111550,USD,111550,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Research Analyst,111550,USD,111550,US,0.0,US,M,On-site,Research,Medium,False
2024,EN,FT,Data Analyst,111510,USD,111510,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,EN,FT,Analytics Engineer,111500,USD,111500,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Scientist,111500,USD,111500,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Data Analyst,111500,USD,111500,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Data Engineer,111400,USD,111400,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,ETL Developer,111400,USD,111400,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Medium,False
2024,MI,FT,Data Engineer,111300,USD,111300,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,SE,FT,Data Analyst,111200,USD,111200,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Data Analyst,111151,USD,111151,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Data Scientist,111024,CAD,82254,CA,100.0,CA,L,Remote,Data Scientist,Low,False
2024,MI,FT,Data Scientist,111000,USD,111000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,MI,FT,Data Specialist,111000,USD,111000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Data Engineer,111000,USD,111000,US,100.0,US,M,Remote,Data Engineer,Medium,False
2023,SE,FT,Data Scientist,111000,USD,111000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,MI,FT,Data Analyst,111000,USD,111000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2022,SE,FT,Data Analyst,110925,USD,110925,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,SE,FT,Data Scientist,110900,USD,110900,US,100.0,US,M,Remote,Data Scientist,Medium,False
2023,SE,FT,Data Architect,110841,USD,110841,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Medium,False
2023,SE,FT,Data Engineer,110700,USD,110700,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,EN,FT,Applied Scientist,110680,USD,110680,US,0.0,US,L,On-site,Data Scientist,Medium,False
2024,MI,FT,Data Scientist,110630,USD,110630,CA,0.0,CA,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Analyst,110600,USD,110600,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Business Intelligence Analyst,110600,USD,110600,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Business Intelligence Developer,110600,USD,110600,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2022,SE,FT,Data Analyst,110600,USD,110600,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,EN,FT,Data Operations Analyst,110500,USD,110500,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Analytics Engineer,110500,USD,110500,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,110500,USD,110500,US,100.0,US,M,Remote,Data Scientist,Medium,False
2022,SE,FT,Data Engineer,110500,USD,110500,US,100.0,US,M,Remote,Data Engineer,Medium,False
2024,MI,FT,Data Scientist,110400,USD,110400,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,EN,FT,Data Science,110400,USD,110400,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Manager,110400,USD,110400,US,0.0,US,M,On-site,Management,Medium,False
2024,MI,FT,Data Analytics Consultant,110300,USD,110300,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,110250,USD,110250,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Business Intelligence Analyst,110200,USD,110200,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Business Intelligence Engineer,110200,USD,110200,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,MI,FT,ML Engineer,110000,USD,110000,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2024,SE,FT,Data Engineer,110000,USD,110000,US,100.0,US,M,Remote,Data Engineer,Medium,False
2024,MI,FT,Data Scientist,110000,USD,110000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,MI,FT,Data Manager,110000,USD,110000,CA,0.0,CA,M,On-site,Management,Medium,False
2024,SE,FT,BI Analyst,110000,USD,110000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Architect,110000,USD,110000,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Medium,False
2024,SE,FT,Data Developer,110000,USD,110000,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Medium,False
2024,MI,FT,Data Manager,110000,USD,110000,US,0.0,US,M,On-site,Management,Medium,False
2024,MI,FT,Data Science Manager,110000,USD,110000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Data Analyst,110000,USD,110000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Engineer,110000,USD,110000,UA,0.0,UA,M,On-site,Data Engineer,Medium,False
2024,EN,FT,Analytics Engineer,110000,USD,110000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2024,SE,FT,Data Modeler,110000,USD,110000,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Medium,False
2024,MI,FT,Data Integration Engineer,110000,USD,110000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,SE,FT,Data Scientist,110000,USD,110000,CA,0.0,CA,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Data Science,110000,USD,110000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2024,SE,FT,Data Science Engineer,110000,USD,110000,UA,0.0,UA,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Analyst,110000,USD,110000,US,100.0,US,L,Remote,Data Analyst / BI,Medium,False
2024,SE,FT,Data Lead,110000,USD,110000,US,100.0,US,M,Remote,Management,Medium,False
2024,SE,FT,ML Engineer,110000,GBP,137500,GB,0.0,GB,S,On-site,ML / AI Engineer,Medium,False
2024,SE,FT,MLOps Engineer,110000,USD,110000,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2024,SE,FT,Analytics Engineer,110000,USD,110000,CA,0.0,CA,M,On-site,Data Analyst / BI,Medium,False
2024,EN,FT,Research Analyst,110000,USD,110000,US,0.0,US,M,On-site,Research,Medium,False
2023,SE,FT,Data Modeler,110000,USD,110000,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Medium,False
2023,MI,FT,Data Scientist,110000,USD,110000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,MI,FT,Data Science,110000,USD,110000,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Engineer,110000,USD,110000,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Analytics Engineer,110000,USD,110000,CA,0.0,CA,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Analyst,110000,USD,110000,PL,100.0,PL,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Business Intelligence Manager,110000,USD,110000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Business Intelligence Developer,110000,USD,110000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Business Intelligence Analyst,110000,USD,110000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,BI Developer,110000,USD,110000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Architect,110000,USD,110000,US,100.0,US,M,Remote,Data Architecture / Infrastructure,Medium,False
2023,MI,FT,BI Analyst,110000,USD,110000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,MI,FT,Data Scientist,110000,GBP,135344,GB,0.0,GB,M,On-site,Data Scientist,Medium,False
2023,EX,FT,Data Engineer,110000,GBP,135344,GB,0.0,GB,M,On-site,Data Engineer,Medium,False
2023,MI,FT,Data Engineer,110000,USD,110000,FR,100.0,FR,M,Remote,Data Engineer,Medium,False
2023,SE,FT,Data Management Specialist,110000,USD,110000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,EX,FT,Head of Data,110000,USD,110000,BR,100.0,BR,M,Remote,Management,Medium,False
2023,MI,FT,Data Analytics Manager,110000,USD,110000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Analyst,110000,USD,110000,GB,100.0,GB,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Analytics Engineer,110000,USD,110000,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Data Specialist,110000,USD,110000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,EX,FT,Head of Data,110000,GBP,135344,GB,100.0,GB,M,Remote,Management,Medium,False
2023,MI,FT,Data Manager,110000,USD,110000,US,0.0,US,M,On-site,Management,Medium,False
2023,SE,FT,Data Visualization Analyst,110000,USD,110000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Scientist,110000,USD,110000,GB,100.0,GB,M,Remote,Data Scientist,Medium,False
2023,SE,FT,Research Scientist,110000,USD,110000,US,100.0,US,M,Remote,Research,Medium,False
2023,SE,FT,ML Engineer,110000,USD,110000,CA,100.0,CA,M,Remote,ML / AI Engineer,Medium,False
2023,MI,FT,Machine Learning Engineer,110000,USD,110000,US,100.0,US,L,Remote,ML / AI Engineer,Medium,False
2022,MI,FT,Data Scientist,110000,USD,110000,US,100.0,US,L,Remote,Data Scientist,Medium,False
2023,SE,FT,Data Scientist,110000,USD,110000,CA,0.0,CA,M,On-site,Data Scientist,Medium,False
2022,SE,FT,Data Specialist,110000,USD,110000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2022,SE,FT,Machine Learning Engineer,110000,EUR,115573,FR,100.0,FR,M,Remote,ML / AI Engineer,Medium,False
2022,SE,FT,Analytics Engineer,110000,USD,110000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2022,SE,FT,Data Engineer,110000,USD,110000,US,100.0,US,M,Remote,Data Engineer,Medium,False
2022,SE,FT,Data Analyst,110000,USD,110000,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2022,SE,FT,Machine Learning Engineer,110000,USD,110000,CA,0.0,CA,M,On-site,ML / AI Engineer,Medium,False
2022,EN,PT,Data Scientist,110000,USD,110000,DO,100.0,FR,M,Remote,Data Scientist,Medium,True
2022,MI,FT,Data Scientist,110000,EUR,115573,NL,0.0,NL,M,On-site,Data Scientist,Medium,False
2022,MI,FT,Data Engineer,110000,GBP,135446,GB,0.0,GB,M,On-site,Data Engineer,Medium,False
2021,EX,FT,Director of Data Science,110000,EUR,130026,DE,50.0,DE,M,Hybrid,Data Scientist,Medium,False
2021,MI,FT,Data Engineer,110000,PLN,28476,PL,100.0,PL,L,Remote,Data Engineer,Low,False
2021,MI,FT,Data Analytics Engineer,110000,USD,110000,US,100.0,US,L,Remote,Data Analyst / BI,Medium,False
2021,MI,FT,Head of Data Science,110000,USD,110000,US,0.0,US,S,On-site,Data Scientist,Medium,False
2021,MI,FT,Data Engineer,110000,USD,110000,US,100.0,US,L,Remote,Data Engineer,Medium,False
2020,MI,FT,Data Engineer,110000,USD,110000,US,100.0,US,L,Remote,Data Engineer,Medium,False
2021,SE,FT,Data Scientist,110000,CAD,87738,CA,100.0,CA,S,Remote,Data Scientist,Low,False
2024,MI,FT,Machine Learning Engineer,109920,USD,109920,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2023,EN,FT,Data Analyst,109900,USD,109900,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,EN,FT,Data Analyst,109700,USD,109700,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Analyst,109600,USD,109600,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,SE,FT,Data Engineer,109528,USD,109528,US,0.0,US,M,On-site,Data Engineer,Medium,False
2024,SE,FT,Data Analyst,109500,USD,109500,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Engineer,109500,USD,109500,US,100.0,US,M,Remote,Data Engineer,Medium,False
2024,SE,FT,Data Scientist,109400,USD,109400,US,0.0,US,M,On-site,Data Scientist,Medium,False
2023,SE,FT,Data Engineer,109400,USD,109400,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0.0,US,M,On-site,ML / AI Engineer,Medium,False
2023,SE,FT,Data Engineer,109283,USD,109283,US,0.0,US,M,On-site,Data Engineer,Medium,False
2023,SE,FT,Data Engineer,109280,USD,109280,US,100.0,US,M,Remote,Data Engineer,Medium,False
2022,SE,FT,Data Analyst,109280,USD,109280,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2022,SE,FT,Data Analytics Manager,109280,USD,109280,US,100.0,US,M,Remote,Data Analyst / BI,Medium,False
2023,MI,FT,Business Intelligence Specialist,109238,USD,109238,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2024,SE,FT,Data Analyst,109100,USD,109100,US,0.0,US,M,On-site,Data Analyst / BI,Medium,False
2023,SE,FT,Data Architect,109100,USD,109100,US,0.0,US,M,On-site,Data Architecture / Infrastructure,Medium,False
2024,SE,FT,Data Science Consultant,109000,USD,109000,US,0.0,US,M,On-site,Data Scientist,Medium,False
