occupation,unit_of_measure,geo,geopolitical_entity_reporting,time_period,obs_value,occupation_short
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,NO,NORWAY,2024-Q4,1.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,NO,NORWAY,2025-Q1,1.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,NO,NORWAY,2025-Q2,1.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2019-Q4,0.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2020-Q1,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2020-Q2,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2020-Q3,0.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2020-Q4,0.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2021-Q1,0.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2021-Q2,0.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2021-Q3,0.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2021-Q4,0.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2022-Q1,0.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2022-Q2,0.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2022-Q3,0.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2022-Q4,0.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2023-Q1,0.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2023-Q2,0.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2023-Q3,0.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2023-Q4,0.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2024-Q1,0.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2024-Q2,0.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2024-Q3,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2024-Q4,0.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2025-Q1,0.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PL,POLAND,2025-Q2,0.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2019-Q4,1.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2020-Q1,1.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2020-Q2,1.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2020-Q3,1.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2020-Q4,1.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2021-Q1,0.9,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2021-Q2,0.8,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2021-Q3,0.8,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2021-Q4,0.7,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2022-Q1,0.8,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2022-Q2,0.9,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2022-Q3,0.8,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2022-Q4,1.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2023-Q1,1.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2023-Q2,1.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2023-Q3,1.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2023-Q4,1.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2024-Q1,1.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2024-Q2,1.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2024-Q3,1.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2024-Q4,1.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2025-Q1,1.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,PT,PORTUGAL,2025-Q2,1.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2019-Q4,1.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2020-Q1,1.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2020-Q2,1.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2020-Q3,1.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2020-Q4,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2021-Q1,1.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2021-Q2,0.7,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2021-Q3,1.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2021-Q4,1.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2022-Q1,1.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2022-Q2,1.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2022-Q3,0.9,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2022-Q4,1.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2023-Q1,1.8,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2023-Q2,2.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2023-Q3,2.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2023-Q4,2.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2024-Q1,2.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2024-Q2,2.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2024-Q3,2.8,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2024-Q4,3.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2025-Q1,3.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,RO,ROMANIA,2025-Q2,3.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2019-Q4,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2020-Q1,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2020-Q2,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2020-Q3,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2020-Q4,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2021-Q1,0.6,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2021-Q2,0.6,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2021-Q3,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2021-Q4,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2022-Q1,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2022-Q2,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2022-Q3,0.6,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2022-Q4,0.6,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2023-Q1,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2023-Q2,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2023-Q3,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2023-Q4,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2024-Q1,0.6,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2024-Q2,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2024-Q3,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2024-Q4,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2025-Q1,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SE,SWEDEN,2025-Q2,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2021-Q2,1.9,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2021-Q3,2.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2021-Q4,2.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2022-Q1,2.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2022-Q2,2.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2022-Q4,2.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2023-Q1,2.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2023-Q2,2.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2023-Q4,1.7,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2024-Q1,2.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2024-Q2,2.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2024-Q3,1.9,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2024-Q4,2.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2025-Q1,1.9,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SI,SLOVENIA,2025-Q2,2.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2019-Q4,1.2,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2020-Q1,1.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2020-Q2,1.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2020-Q3,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2020-Q4,1.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2021-Q1,1.1,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2021-Q2,0.8,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2021-Q3,0.7,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2021-Q4,0.8,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2022-Q1,1.0,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2022-Q2,1.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2022-Q3,1.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2022-Q4,1.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2023-Q1,1.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2023-Q2,1.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2023-Q3,1.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2023-Q4,1.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2024-Q1,1.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2024-Q2,1.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2024-Q3,1.6,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2024-Q4,1.7,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2025-Q1,1.9,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,SK,SLOVAKIA,2025-Q2,1.6,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2019-Q4,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2020-Q1,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2020-Q2,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2020-Q3,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2020-Q4,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2021-Q1,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2021-Q2,0.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2021-Q3,0.3,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2021-Q4,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2022-Q1,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2022-Q2,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2022-Q3,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2022-Q4,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2023-Q1,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2023-Q2,0.4,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2023-Q3,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2023-Q4,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2024-Q1,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2024-Q2,0.6,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2024-Q3,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2024-Q4,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2025-Q1,0.5,TELECOM & BROADCAST TECHNICIANS
TELECOMMUNICATIONS AND BROADCASTING TECHNICIANS,PERCENTAGE,UK,UNITED KINGDOM,2025-Q2,0.5,TELECOM & BROADCAST TECHNICIANS
ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS,PERCENTAGE,AT,AUSTRIA,2019-Q4,4.3,ELECTRONICS & TELECOM INSTALLERS
ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS,PERCENTAGE,AT,AUSTRIA,2020-Q1,4.1,ELECTRONICS & TELECOM INSTALLERS
ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS,PERCENTAGE,AT,AUSTRIA,2020-Q2,3.7,ELECTRONICS & TELECOM INSTALLERS
ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS,PERCENTAGE,AT,AUSTRIA,2020-Q3,3.3,ELECTRONICS & TELECOM INSTALLERS
ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS,PERCENTAGE,AT,AUSTRIA,2020-Q4,2.9,ELECTRONICS & TELECOM INSTALLERS
ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS,PERCENTAGE,AT,AUSTRIA,2021-Q1,2.6,ELECTRONICS & TELECOM INSTALLERS
ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS,PERCENTAGE,AT,AUSTRIA,2021-Q2,2.6,ELECTRONICS & TELECOM INSTALLERS
ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS,PERCENTAGE,AT,AUSTRIA,2021-Q3,2.5,ELECTRONICS & TELECOM INSTALLERS
ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS,PERCENTAGE,AT,AUSTRIA,2021-Q4,2.5,ELECTRONICS & TELECOM INSTALLERS
ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS,PERCENTAGE,AT,AUSTRIA,2022-Q1,2.3,ELECTRONICS & TELECOM INSTALLERS
ELECTRONICS AND TELECOMMUNICATIONS INSTALLERS AND REPAIRERS,PERCENTAGE,AT,AUSTRIA,2022-Q2,2.0,ELECTRONICS & TELECOM INSTALLERS
